xi,x_m,y_m,phi_rad
0.0,0.0,0.0,1.5015104918537612
0.001669449081803005,3.55502139138165e-05,0.0004931371773745512,1.4963076693964732
0.00333889816360601,7.362110422712357e-05,0.0009860625173445377,1.4911112985131227
0.005008347245409015,0.00011421028992815527,0.0014787635543792724,1.485921312477454
0.00667779632721202,0.00015731532763827713,0.001971227855297124,1.480737644833971
0.008347245409015025,0.00020293371197191624,0.002463443019393242,1.4755602293981507
0.01001669449081803,0.00025106287589448257,0.0029553966785609846,1.4703890002566495
0.011686143572621035,0.00030170019107829486,0.0034470764974071227,1.4652238917675058
0.01335559265442404,0.0003548429682564736,0.00393847017336081,1.4600648385603345
0.015025041736227046,0.0004104884575748287,0.004429565436776444,1.4549117755365173
0.01669449081803005,0.00046863384894166787,0.0049203500510304685,1.4497646378693836
0.018363939899833055,0.0005292762723756038,0.005410811812612063,1.4446233610043893
0.02003338898163606,0.0005924127983512796,0.0059009385512079765,1.4394878806592843
0.021702838063439065,0.0006580404381430387,0.0063907181297813715,1.4343581328242794
0.02337228714524207,0.0007261561441665331,0.006880138444644837,1.4292340537621995
0.025041736227045076,0.000796756810318265,0.00736918742552768,1.4241155800086367
0.02671118530884808,0.0008698392723130464,0.00785785303563746,1.419002648372093
0.028380634390651086,0.0009454003080193626,0.0083461232717158,1.4138951959341166
0.03005008347245409,0.0010234366377927246,0.008833986164088824,1.408793160049433
0.03171953255425709,0.001103944924806829,0.009321429776711906,1.4036964783460675
0.0333889816360601,0.0011869217753827455,0.009808442207209037,1.3986050887254613
0.035058430717863104,0.0012723637393159462,0.010295011586906887,1.3935189293625807
0.03672787979966611,0.0013602673102012883,0.01078112608086356,1.38843793870602
0.038397328881469114,0.0014506289257558908,0.011266773887892073,1.3833620554780965
0.04006677796327212,0.001543444968139969,0.011751943240578816,1.3782912186749372
0.041736227045075125,0.001638711764275541,0.012236622405296962,1.3732253675665618
0.04340567612687813,0.0017364255861630979,0.012720799682214767,1.3681644416969547
0.045075125208681135,0.0018365826511962092,0.013204463405299205,1.363108380884133
0.04674457429048414,0.0019391791224740067,0.013687601942314647,1.3580571252202043
0.048414023372287146,0.0020442111091116565,0.014170203694816879,1.3530106150714198
0.05008347245409015,0.0021516746665487876,0.014652257098142517,1.3479687910782194
0.05175292153589316,0.002261565796855798,0.015133750621393873,1.3429315941552675
0.05342237061769616,0.002373880449038214,0.015614672767419357,1.3378989654914857
