STT,X,Y
1,0,0
2,-0.00260180995475114,0.00211717075494163
3,-0.00416289592760183,0.00344010478685401
4,-0.00624434389140276,0.00529173612764946
5,-0.00806561085972855,0.00687901881400335
6,-0.0104072398190045,0.00899499880924029
7,-0.0127488687782806,0.0108478209097404
8,-0.0145701357466063,0.0124351035960943
9,-0.0163914027149321,0.0140223862824481
10,-0.018472850678733,0.0158740176232436
11,-0.0200339366515837,0.0174601095498928
12,-0.0210746606334842,0.0185175041676589
13,-0.0221153846153847,0.0195748987854251
14,-0.0231561085972851,0.0206322934031912
15,-0.0241968325791856,0.0216896880209573
16,-0.0247171945701358,0.0222183853298404
17,-0.025237556561086,0.0227470826387234
18,-0.0260180995475113,0.0238032864967849
19,-0.0265384615384616,0.0243319838056679
20,-0.0273190045248869,0.0253881876637294
21,-0.0280995475113122,0.0264443915217908
22,-0.0288800904977376,0.0275005953798523
23,-0.0301809954751131,0.0290854965467968
24,-0.0314819004524886,0.0309335556084782
25,-0.0325226244343891,0.032517266015718
26,-0.0333031674208144,0.0338366277685162
27,-0.0343438914027149,0.0359466539652297
28,-0.0353846153846154,0.0377935222672064
29,-0.0364253393665158,0.0401667063586567
30,-0.0374660633484163,0.0422767325553702
31,-0.0382466063348416,0.0449118837818527
32,-0.039027149321267,0.0470207192188615
33,-0.0395475113122171,0.0496546796856393
34,-0.0400678733031674,0.0520254822576803
35,-0.0403280542986425,0.0541319361752797
36,-0.0405882352941176,0.0562383900928791
37,-0.0408484162895927,0.0580816861157417
38,-0.0408484162895927,0.0596606334841628
39,-0.0408484162895927,0.0612395808525838
40,-0.0408484162895927,0.0628185282210049
41,-0.0408484162895928,0.0643974755894259
42,-0.0403280542986425,0.0665003572279113
43,-0.0400678733031674,0.0686044296261013
44,-0.0398076923076923,0.0704453441295545
45,-0.0395475113122172,0.071759942843534
46,-0.0392873303167421,0.0725482257680399
47,-0.039027149321267,0.0730733507978089
48,-0.0387669683257919,0.0738616337223147
49,-0.0385067873303167,0.0754393903310311
50,-0.0372058823529412,0.078065015479876
51,-0.0361651583710407,0.0806918313884257
52,-0.03460407239819,0.0833162657775659
53,-0.0330429864253393,0.0854143843772325
54,-0.0317420814479638,0.087250535841867
55,-0.029920814479638,0.089084305787092
56,-0.0283597285067874,0.0909192664920218
57,-0.0265384615384615,0.0927530364372469
58,-0.0244570135746606,0.0945856156227672
59,-0.0223755656108597,0.0961550369135507
60,-0.0202941176470588,0.0974613003095973
61,-0.0187330316742081,0.0985067873303166
62,-0.0166515837104072,0.0995498928316264
63,-0.0150904977375565,0.100332221957608
64,-0.0135294117647059,0.101114551083591
65,-0.0114479638009049,0.101894498690164
66,-0.00936651583710409,0.102411288402
67,-0.00728506787330317,0.102928078113836
68,-0.00520361990950228,0.103444867825672
69,-0.00364253393665162,0.103700881162181
70,-0.00182126696832579,0.103955703738985
71,0,0.104473684210526
72,0.00208144796380089,0.104727316027625
73,0.00416289592760179,0.104980947844724
74,0.00572398190045248,0.104973803286496
75,0.00728506787330314,0.104966658728268
76,0.00936651583710403,0.104693974755894
77,0.0122285067873302,0.104417718504405
78,0.0150904977375565,0.104141462252917
79,0.0176923076923077,0.103603238866396
80,0.0205542986425339,0.103063824720171
81,0.0234162895927601,0.102261252679209
82,0.0260180995475113,0.101459871397951
83,0.0283597285067873,0.100659680876398
84,0.0304411764705882,0.0998606811145509
85,0.032262443438914,0.0990628721124075
86,0.0338235294117647,0.0982662538699688
87,0.0353846153846154,0.0974696356275302
88,0.036945701357466,0.0966730173850915
89,0.0385067873303167,0.095613241247916
90,0.0405882352941176,0.0945510835913311
91,0.0421493212669683,0.0934913074541556
92,0.0437104072398189,0.09243153131698
93,0.0452714932126696,0.0913717551798045
94,0.0468325791855203,0.090311979042629
95,0.048393665158371,0.0892522029054535
96,0.0502149321266968,0.0876649202190996
97,0.0517760180995475,0.0866051440819241
98,0.053076923076923,0.0855465587044533
99,0.0546380090497737,0.0839604667778041
100,0.0564592760180995,0.0823731840914502
101,0.0588009049773755,0.0805203619909501
102,0.0608823529411764,0.0786687306501546
103,0.0624434389140271,0.0768194808287686
104,0.0634841628959275,0.0754989283162656
105,0.0653054298642533,0.0736484877351749
106,0.0671266968325791,0.0717980471540841
107,0.0689479638009049,0.0696844486782566
108,0.0699886877828054,0.0683638961657536
109,0.0707692307692307,0.0673076923076921
110,0.0718099547511312,0.0659871397951892
111,0.0728506787330316,0.0646665872826862
112,0.0738914027149321,0.0633460347701832
113,0.0749321266968325,0.0620254822576803
114,0.075972850678733,0.0607049297451773
115,0.0770135746606334,0.0591212193379375
116,0.0780542986425339,0.0575375089306976
117,0.0790950226244343,0.0559537985234578
118,0.0801357466063348,0.054370088116218
119,0.0811764705882353,0.0527863777089782
120,0.0819570135746606,0.0514670159561799
121,0.082737556561086,0.0501476542033816
122,0.0837782805429864,0.0485639437961418
123,0.0848190045248869,0.046980233388902
124,0.0855995475113122,0.0456608716361037
125,0.0869004524886878,0.0438128125744224
126,0.0879411764705882,0.0422291021671825
127,0.0892420814479638,0.0401178852107644
128,0.0908031674208144,0.0380054774946415
129,0.0915837104072397,0.0364229578471063
130,0.0926244343891402,0.0351024053346033
131,0.0936651583710407,0.0337818528221004
132,0.0947058823529412,0.0319349845201237
133,0.0962669683257918,0.0298225768040008
134,0.0975678733031674,0.0277113598475827
135,0.0983484162895927,0.0263919980947844
136,0.0993891402714932,0.0245451297928077
137,0.100429864253393,0.022698261490831
138,0.101470588235294,0.0211145510835912
139,0.102511312217194,0.0197939985710883
140,0.103291855203619,0.0187377947130268
141,0.10433257918552,0.0174172422005239
142,0.10485294117647,0.0163622291021671
143,0.105633484162895,0.0147797094546319
144,0.106674208144796,0.0131959990473921
145,0.107975113122171,0.0113479399857108
146,0.109276018099547,0.0089735651345558
147,0.110576923076923,0.00686234817813762
148,0.111617647058823,0.00475232198142418
149,0.113178733031674,0.00263991426530122
150,0.114479638009049,0.00105501309835673
151,0.115,0
