STT,X,Y
91,0.115652952,0.03440265
92,0.116994633,0.035189286
93,0.118067979,0.035710487
94,0.118872987,0.036236523
95,0.119677996,0.036762559
96,0.120483005,0.037288594
97,0.121288014,0.03781463
98,0.122093023,0.038340666
99,0.122898032,0.038866702
100,0.123703041,0.039392738
101,0.12450805,0.039918774
102,0.125313059,0.04044481
103,0.126386404,0.040966011
104,0.127728086,0.041752647
105,0.129069767,0.042539283
106,0.129874776,0.043065319
107,0.130948122,0.04358652
108,0.132289803,0.044373157
109,0.133631485,0.044889523
110,0.134973166,0.045676159
111,0.137119857,0.046718561
112,0.138193202,0.047239762
113,0.139266547,0.047760963
114,0.140071556,0.048286999
115,0.141413238,0.048803365
116,0.142754919,0.049590001
117,0.143828265,0.050111202
118,0.14490161,0.050632403
119,0.146511628,0.051414205
120,0.147584973,0.051935406
121,0.149194991,0.052446937
122,0.150536673,0.053233573
123,0.151878354,0.05374994
124,0.152683363,0.054005705
125,0.153488372,0.054261471
126,0.154293381,0.054517236
127,0.154830054,0.054777837
128,0.155635063,0.055033602
129,0.156440072,0.055289368
130,0.157245081,0.055545134
131,0.158050089,0.055800899
132,0.158855098,0.056056665
133,0.159660107,0.05631243
134,0.160465116,0.056568196
135,0.161538462,0.056819127
136,0.162611807,0.057070058
137,0.163685152,0.057320988
138,0.165026834,0.057567084
139,0.166100179,0.057818015
140,0.16744186,0.058064111
141,0.169051878,0.058305372
142,0.171198569,0.058536963
143,0.171735242,0.058527293
144,0.173881932,0.058758884
145,0.175223614,0.05873471
146,0.177101968,0.058430595
147,0.179248658,0.058121646
148,0.180858676,0.057822366
149,0.182200358,0.057527921
150,0.183542039,0.057233477
151,0.184615385,0.056943867
152,0.185420394,0.056659092
153,0.186493739,0.056369482
154,0.187298748,0.056084707
155,0.18783542,0.055804767
156,0.188372093,0.055524827
157,0.189177102,0.055240052
158,0.189713775,0.054960112
159,0.190250447,0.054680172
160,0.191055456,0.054395397
161,0.191860465,0.053840352
162,0.19293381,0.053010202
163,0.194007156,0.052180051
164,0.194812165,0.051625006
165,0.195348837,0.051074796
166,0.196422182,0.050244645
167,0.197227191,0.04914906
168,0.1980322,0.048323744
169,0.198837209,0.047498429
170,0.199642218,0.046402843
171,0.200447227,0.045036987
172,0.201252236,0.043671131
173,0.202057245,0.041764734
174,0.202862254,0.040128608
175,0.203398927,0.038227046
176,0.203667263,0.03687086
177,0.203935599,0.035514674
178,0.203935599,0.034433593
179,0.203935599,0.033082241
180,0.203935599,0.03200116
181,0.203935599,0.030649809
182,0.203935599,0.029298458
183,0.203667263,0.027681671
184,0.203398927,0.026064884
185,0.20313059,0.024988638
186,0.202862254,0.023642122
187,0.202325581,0.02203017
188,0.201788909,0.020688488
189,0.201252236,0.019617077
190,0.200715564,0.018545666
191,0.200178891,0.017474254
192,0.199642218,0.016673113
193,0.199105546,0.015871972
194,0.198568873,0.014800561
195,0.197763864,0.013733984
196,0.196958855,0.012667408
197,0.196153846,0.011600832
198,0.195348837,0.010534255
199,0.194812165,0.010003384
200,0.193738819,0.009211913
201,0.192665474,0.008420442
202,0.191860465,0.007894406
203,0.19078712,0.007102935
204,0.189445438,0.006316298
205,0.188372093,0.005524827
206,0.186225403,0.004482425
207,0.185152057,0.003961224
208,0.183273703,0.003184258
209,0.181932021,0.002667892
210,0.180322004,0.00215636
211,0.178175313,0.001654499
212,0.174955277,0.001171977
213,0.172271914,0.000679785
214,0.170661896,0.000438524
215,0.168515206,0.000206933
216,0.16744186,0.000226273
217,0.164758497,4.3514E-06
218,0.163148479,3.33607E-05
219,0.161806798,5.75352E-05
220,0.159928444,9.13794E-05
221,0.158050089,0.000125224
222,0.156171735,0.000159068
223,0.154293381,0.000192912
224,0.152146691,-3.86791E-05
225,0.151341682,-2.41744E-05
226,0.150268336,-4.83489E-06
227,0.149731664,4.83489E-06
