xi,x_m,y_m,phi_rad
0.0,0.0,-0.0,-0.5681109283149127
0.001669449081803005,0.00043396001764375316,-0.00026358947781773357,-0.5541505760486972
0.00333889816360601,0.0008723804466676759,-0.0005208390343608493,-0.5402834153835918
0.005008347245409015,0.0013151127004147937,-0.000771796659356197,-0.5265096935947579
0.00667779632721202,0.0017620097401109239,-0.0010165085116052043,-0.5128296380941888
0.008347245409015025,0.002212926134569389,-0.001255019004371075,-0.49924345667717956
0.01001669449081803,0.002667718118898742,-0.0014873708927889359,-0.48575133778609053
0.011686143572621035,0.003126243652222411,-0.001713605362900904,-0.4723534507896866
0.01335559265442404,0.0035883624743993188,-0.0019337621219411845,-0.4590499462764225
0.015025041736227046,0.004053936161717075,-0.0021478794895187754,-0.44584095636011856
0.01669449081803005,0.00452282818151436,-0.0023559944893671693,-0.43272659499656696
0.018363939899833055,0.004994903945676282,-0.0025581429413512845,-0.4197069583096775
0.02003338898163606,0.005470030862935571,-0.002754359553441985,-0.4067821249258651
0.021702838063439065,0.005948078389903604,-0.00294467801338744,-0.39395215631545505
0.02337228714524207,0.006428918080747712,-0.003129131079828772,-0.3812170971399628
0.025041736227045076,0.006912423635425486,-0.003307750672624288,-0.3685769756041845
0.02671118530884808,0.00739847094638201,-0.0034805679621624183,-0.3560318038121018
0.028380634390651086,0.007886938143612573,-0.003647613457458456,-0.3435815781256895
0.03005008347245409,0.008377705637990706,-0.0038089170928434332,-0.3312262795257685
0.03171953255425709,0.00887065616275981,-0.00396450831306657,-0.31896587397412995
0.0333889816360601,0.009365674813085426,-0.004114416156643577,-0.30680031277620645
0.035058430717863104,0.009862649083564769,-0.004258669337293929,-0.2947295329436391
0.03672787979966611,0.010361468903590155,-0.004397296323319326,-0.28275345755613807
0.038397328881469114,0.010862026670463116,-0.004530325414784065,-0.27087199612209667
0.04006677796327212,0.01136421728015686,-0.004657784818365418,-0.2590850449374668
0.041736227045075125,0.011867938155625419,-0.004779702719748737,-0.24739248744245562
0.04340567612687813,0.012373089272559026,-0.004896107353447879,-0.23579419457564327
0.045075125208681135,0.012879573182486618,-0.005007027069936512,-0.22429002512517887
0.04674457429048414,0.013387295033127685,-0.005112490399980553,-0.21287982607672895
0.048414023372287146,0.013896162585897437,-0.005212526116065903,-0.20156343295791812
0.05008347245409015,0.014406086230471115,-0.005307163290819036,-0.19034067017900436
0.05175292153589316,0.014916978996315522,-0.005396431352321743,-0.1792113513695982
0.05342237061769616,0.015428756561097899,-0.00548036013622377,-0.1681752797112276
0.05509181969949917,0.01594133725588539,-0.005558979934560817,-0.15723224826561122
0.05676126878130217,0.01645464206705116,-0.005632321541187593,-0.146382040298498
0.05843071786310518,0.016968594634807162,-0.005700416293739675,-0.13562442959897525
0.06010016694490818,0.01748312124828714,-0.005763296112040557,-0.12495918079415091
0.06176961602671119,0.01799815083710886,-0.005820993532874806,-0.11438604965914512
0.06343906510851419,0.018513614959349327,-0.005873541741052173,-0.10390478342233822
0.0651085141903172,0.01902944778587356,-0.005920974596692537,-0.09351512106582716
0.0667779632721202,0.01954558608096384,-0.005963326658667663,-0.08321679362107814
0.06844741235392321,0.02006196917920516,-0.006000633204141412,-0.07300952445974584
0.07011686143572621,0.020578538958590593,-0.006032930244158487,-0.06289302957966181
0.07178631051752922,0.021095239809821142,-0.006060254535239309,-0.052867017885993794
